record_id,source,pmid,doi,year,title,journal,authors,publication_types,title_abstract_decision,title_abstract_reason,abstract,pubmed_url
PUBMED-0011,PubMed,40760962,10.31616/asj.2024.0123.r1,2025,Letter to the Editor: Comprehensive spinal tuberculosis score: a clinical guide for the management of thoracolumbar spinal tuberculosis.,Asian spine journal,Rawat Sanjay Singh; Singh Pulkesh; Upadhyaya Gaurav Kumar; Ranjan Mithilesh; Shukla Ajay Kumar,Journal Article,exclude,来信/评论,,https://pubmed.ncbi.nlm.nih.gov/40760962/
PUBMED-0012,PubMed,40513242,10.3171/2025.3.SPINE24882,2025,The safety and efficacy of posterior vertebral column resection in treating severe thoracolumbar Pott's deformity: a multicenter study with long-term follow-up.,Journal of neurosurgery. Spine,Zhong Junlong; Gao Jingtao; Chen Lu; Mamat Mardan; Wang Yingsong; Ge Zhaohui; Zhou Zhenhai; Cao Kai,Journal Article; Multicenter Study,include,符合首轮筛选,"OBJECTIVE: In this multicenter study, the authors conducted a comprehensive analysis of the safety and efficacy of posterior vertebral column resection (PVCR) for the treatment of thoracolumbar Pott's kyphosis. METHODS: The records of patients with severe thoracolumbar kyphosis (local kyphosis [LK] ≥ 90°) who underwent PVCR across 7 centers from September 2013 to August 2018 were retrospectively analyzed. The operation-related data were collected. Comparisons of spinopelvic parameters as well as American Spinal Injury Association Impairment Scale (AIS) grades were made preoperatively, postoperatively, and at the final follow-up. RESULTS: A total of 145 patients were included in this study, with an average follow-up of 105.7 months. LK decreased from 107.3° before surgery to 32.0° after surgery (p < 0.05) and slightly reverted to 37.1° at the final follow-up (p < 0.05). Thoracic kyphosis and lumbar lordosis significantly improved from 6.0° ± 6.9° and 75.8° ± 12.9° preoperatively to -12.7° ± 7.3° and 44.0° ± 9.5° postoperatively, respectively (both p < 0.05). The preoperative neurological function of 94 patients was AIS grade E, and 114 and 121 patients reached AIS grade E by 3 months postoperatively and the final follow-up, respectively. The Scoliosis Research Society-22 questionnaire score of patients at the final follow-up was significantly improved after surgery, increasing from 2.9 ± 0.3 points before surgery to 3.9 ± 0.2 points at the final follow-up (p < 0.05). Twenty-nine patients experienced early complications. Late complications occurred in 24 patients, including instrument failure in 17 cases, adjacent segment failure in 3 cases, and nonunion in 4 cases. CONCLUSIONS: PVCR is an effective surgical intervention for severe thoracolumbar kyphosis, with patients achieving significantly improved spinal alignment, neurological function, and quality of life in the long term. Care should be taken to prevent complications related to surgery and implant failure.",https://pubmed.ncbi.nlm.nih.gov/40513242/
PUBMED-0013,PubMed,40361176,10.1186/s13018-025-05861-6,2025,Anterior tuberculosis lesion debridement and bone grafting combined with short-segment internal fixation in the treatment of thoracolumbar tuberculosis.,Journal of orthopaedic surgery and research,Lei Zhengting; Wang Ming; Xu Zhun; Cheng Wang; Yan Yiguo; Xue Jingbo,Journal Article,include,符合首轮筛选,"STUDY DESIGN: This was a retrospective study. OBJECTIVE: To retrospectively analyze the safety and efficacy of anterior lesion debridement and bone grafting combined with short-segment internal fixation for the treatment of patients with thoracolumbar tuberculosis. There is currently no unified standard in the academic community for surgical treatment of spinal tuberculosis. This study proposes a new surgical approach for specific thoracolumbar tuberculosis. METHODS: Patients (n = 65) who underwent anterior lesion debridement and bone grafting combined with short-segment internal fixation at our institution between January 2011 and January 2021 were included in this study. The patients were followed up for at least 2 years. During each follow-up, patients were graded using the American Spinal Injury Association (ASIA) neurologic deficit grading system, and postoperative conditions were evaluated using the Oswestry Disability Index (ODI) and pain visual analog scale (VAS). RESULTS: All patients successfully completed the surgery without serious complications.Four patients had unstable vital signs during the operation, 3 patients had a water-electrolyte imbalance in the postoperative period, 5 patients had transient neurological symptoms in the postoperative period, 1 patient had cerebrospinal fluid leakage after the operation, 1 patient had a transient nerve injury, and 1 patient had delayed healing. The patient with recurrence was treated regularly with quadruple antituberculosis drugs for three months after surgery and then maintained with two oral antituberculosis drugs for the following period. The CT examination was repeated half a year later, and all the indexes showed that the prognosis was good. The patients' mean postoperative VAS and ODI scores were significantly better than the preoperative scores. CONCLUSION: Anterior tuberculosis lesion debridement and bone grafting combined with short-segment internal fixation in the treatment of thoracolumbar tuberculosis has certain advantages over other Surgical Procedures, and can achieve corresponding clinical results.",https://pubmed.ncbi.nlm.nih.gov/40361176/
PUBMED-0014,PubMed,40322305,10.5455/medarh.2025.79.41-46,2025,Exploring Thoracolumbar Pott's Disease in the Immunocompetent; Institutional Experience Over a Decade and Comprehensive Literature Review.,"Medical archives (Sarajevo, Bosnia and Herzegovina)",Aljehani Yasser; ALkhaldi Naif; Althunayyan Lama; Alghamdi Rahaf; Aljamaan Sadeem; Alwazzeh Marwan; Alreshaid Farouk,Journal Article; Review,include,人工复核纳入,"BACKGROUND: The presentation of Pott's has a wide variation and an insidious onset, which makes timely accurate diagnosis quite challenging. OBJECTIVE: To review Pott's cases to enhance the disease management and fill the literature gap regarding the approach to Pott's disease. METHODS: A descriptive observational retrospective hospital-based study conducted from 2007 to 2022 at KFHU. 346 patients who were diagnosed with TB were reviewed thoroughly. Only 13 cases were labeled as Pott's disease based on imaging or microbiology testing and hence were included in this study, and other TB pulmonary and extrapulmonary cases were excluded. RESULTS: In our analysis of 13 cases of Pott's disease, we observed a significant male predominance (69.23%) and diverse symptoms, with back pain (69.2%) being most prevalent among our patients. Lumbar involvement was the most frequently observed site (38.4%), and diagnoses were made through microbiology (69.2%) or clinical/radiological means (30.8%). Acid-fast bacilli (AFB) culture testing exhibited a positivity rate of 61.5%, while TB-PCR showed positive results in 57.1%. Imaging studies revealed vertebral lesions (90.9% CT, 81.8% MRI), abscesses (54.5% CT, 81.8% MRI), and spondylodiscitis (18.2% CT, 54.5% MRI). Treatment, administered in 92.3% of cases, involved the use of Isoniazid, Rifampicin, and Ethambutol. Surgical interventions, though less frequent, encompassed various procedures. Outcomes demonstrated a notable high cure rate of 84.9%, with a 15.4% incidence of cases experiencing loss of follow-up. CONCLUSION: The high cure rate of 84.9% accentuates the effectiveness of early diagnosis and comprehensive treatment strategies that combine medical and surgical interventions when necessary.",https://pubmed.ncbi.nlm.nih.gov/40322305/
PUBMED-0015,PubMed,40293125,10.1097/BSD.0000000000001829,2026,Clinical Efficacy of Posterior and Combined Posterior-Anterior Surgical Approaches for Intractable Tuberculous Thoracolumbar Kyphosis: A Retrospective Analysis.,Clinical spine surgery,Maihemuti Maierdanjiang; Wu Junshen; Dai Zhibing; Maimaiti Aierpati; Jiang Renbing,Journal Article,include,符合首轮筛选,"STUDY DESIGN: A retrospective, single-center study. OBJECTIVE: To evaluate the effectiveness of posterior and combined posterior-anterior surgical approaches for treating intractable tuberculous thoracolumbar kyphosis. SUMMARY OF BACKGROUND DATA: Intractable spinal tuberculosis, though rare, poses significant therapeutic challenges. Its management is complex and remains a subject of debate. METHODS: We analyzed 63 cases of intractable tuberculous thoracolumbar kyphosis retrospectively. The evaluation criteria included clinical symptoms, kyphotic angle correction rate, sagittal vertebral axis (SVA), operative time, intraoperative bleeding, and surgical complications. Functional assessments were conducted using the American Spinal Injury Association (ASIA) spinal cord injury classification, the visual analog scale (VAS), the Oswestry Disability Index (ODI), and the Kirkaldy-Willis functional score. Fusion success was determined by the Eck fusion grading scale. RESULTS: All patients with bone grafting achieved grade I fusion. The preoperative kyphotic angles were 59.4±12.6 degrees and 102.9±16.6 degrees, and the improved postoperative kyphotic angles were 19.9±6.2 degrees and 28.5±9.6 degrees, with correction rates of 65.5%±12.0% and 72.0%±9.5%, respectively. The preoperative SVA were 27.6±10.7 and 39.1±18.6 mm, which postoperatively improved to 20.6±9.0 and 26.4±12.1 mm. The Kirkaldy-Willis functional scores were 89.7% and 85.3%. No tuberculosis recurrence, internal fixation loosening, and obvious loss of correction were found during the follow-up period. CONCLUSIONS: Posterior surgery is effective for mild cases, while combined posterior-anterior surgery is necessary for severe cases, offering a safe and reliable treatment approach.",https://pubmed.ncbi.nlm.nih.gov/40293125/
PUBMED-0016,PubMed,40184121,10.1097/MD.0000000000041204,2025,Report on the clinical outcomes of using postural drainage with intervertebral space as the main focus for managing thoracolumbar tuberculosis: Eight case reports.,Medicine,Xing Hao; Li Jianhua; Chang Zhengqi,Case Reports; Journal Article,exclude,病例报告,"RATIONALE: Conservative treatment has shown limited effectiveness in managing thoracolumbar tuberculosis (TB) that extends to the intervertebral space, as antibiotics are unable to penetrate avascular intervertebral discs, while conventional surgery is known for its extensive trauma and slow healing process. PATIENT CONCERNS: Infection of the thoracic and lumbar vertebrae with tuberculosis can lead to difficulties in treatment due to involvement of the intervertebral space. DIAGNOSIS: The diagnosis of TB was confirmed through clinical manifestations, impact studies, and T-spot experiments. INTERVENTIONS: A retrospective analysis was conducted on the clinical data of 8 patients with thoracolumbar spinal TB who underwent postural drainage focusing on the intervertebral space as a treatment from June 2012 to August 2019. The average duration of treatment was 7.75 ± 10.19 months. Among the patients, there were 2 cases of thoracolumbar and 6 cases of lumbar spine involvement, with 6 cases affecting a single segment and 2 cases involving 2 segments. The total number of affected vertebrae included 4 thoracic, 12 lumbar, and 2 sacral vertebrae. All patients received standardized quadruple antituberculosis treatment (HRZE scheme). Specific postural drainage paths and catheter placement locations were determined based on clinical imaging results, and percutaneous catheter placement was performed with the assistance of foraminoscopy. Erythrocyte sedimentation rate, C-reactive protein, Visual Analogue Scale score, American Spinal Cord Injury Association score, and Oswestry function index were statistically analyzed before, after postural drainage, and at the final follow-up. OUTCOMES: The average operation time was 44.38 ± 10.50 minutes, with a blood loss of 6.88 ± 2.59 mL. The average catheter drainage time was 13.25 ± 4.95 days, and the follow-up period ranged from 36 to 122 months. The average total drainage volume was 281.25 ± 167.69 mL. Significant improvements were observed in erythrocyte sedimentation rate, C-reactive protein, Visual Analogue Scale score, American Spinal Cord Injury Association score, and Oswestry functional index at 7 days after postural drainage and at the last follow-up compared to before postural drainage (P < .05). At the last follow-up, there were 8 cases with no recurrence reported among the patients. LESSONS: The utilization of positional drainage in the intervertebral space, coupled with chemotherapy, has demonstrated encouraging clinical results and may be deemed appropriate for treatment.",https://pubmed.ncbi.nlm.nih.gov/40184121/
PUBMED-0017,PubMed,39971366,10.7507/1002-1892.202412008,2025,[Short-term effectiveness of anterior and middle columns repair and reconstruction with whole autogenous spinous process-laminar bone through posterior approach in thoracolumbar tuberculosis].,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,Chen Hongwei; Li Tao; Chen Hua; Xiu Peng,English Abstract; Journal Article,include,符合首轮筛选,"OBJECTIVE: To investigate the short-term effectiveness of the anterior and middle columns in thoracolumbar tuberculosis reconstructed with whole autogenous spinous process-laminar bone through posterior approach. METHODS: The retrospective study included 78 patients with thoracolumbar tuberculosis who underwent posterior approach surgery and anterior and middle column bone graft reconstruction between January 2012 and May 2023. Based on the type of autogenous bone graft used, patients were divided into group A (whole autogenous spinous process-laminar bone graft, 38 cases) and group B (autogenous structural iliac bone graft, 40 cases). There was no significant difference of baseline data, such as age, gender, disease duration, involved segment of spinal tuberculosis, and preoperative erythrocyte sedimentation rate (ESR), C reactive protein (CRP), Oswestry disability index (ODI), visual analogue scale (VAS) score, the American Spinal Injury Association (ASIA) grade, segmental kyphotic angle, and intervertebral height between the two groups ( P>0.05). The operation time, intraoperative blood loss, postoperative drainage, hospital stays, ESR, CRP, VAS score, ODI, bone fusion time, ASIA grade for neurological status valuation, postoperative complications, change of segmental kyphotic angle, change of intervertebral height were recorded and compared between the two groups. RESULTS: The operation time in group A was significantly shorter than that in group B ( P<0.05); there was no significant difference in intraoperative blood loss, postoperative drainage, and hospital stays between the two groups ( P>0.05). All patients in the two groups were followed up 14-110 months (mean, 64.1 months); there was no significant difference in the follow-up time between the two groups ( P>0.05). The ESR, CRP, ODI, and VAS score at each time point after operation in both groups significantly improved when compared with those before operation, and further improved with the extension of time, the differences were significant ( P<0.05). There was no significant difference between the two groups ( P>0.05) except that the VAS score of group A was significantly better than that of group B at 3 days after operation ( P<0.05). There was no significant difference in fusion time between the two groups ( P>0.05). The neurological function of most patients improved after operation, and there was no significant difference in ASIA grade between the two groups at last follow-up ( P>0.05). There was no significant difference in segmental kyphosis angle and intervertebral height between the two groups at each time point ( P>0.05), and no significant difference in segmental kyphosis angle, intervertebral height correction and loss were found between the two groups ( P>0.05). In group A, there was 1 case of incision fat liquefaction and 1 case of incision infection; in group B, there was 1 case of deep venous thrombosis, 2 cases of pleural effusion, and 10 cases of pain in bone harvesting area; in both groups, there were 2 cases of gout caused by hyperuricemia. There was a significant difference in the incidence of pain in bone harvesting area between the two groups ( P<0.05), and there was no significant difference in the incidence of other complications between the two groups ( P>0.05). CONCLUSION: Whole autogenous spinous process-laminar bone grafting is equivalent to structural iliac bone graft in reconstruction of the anterior and middle columns in thoracolumbar tuberculosis through posterior approach, effectively supporting the stability of the anterior and middle columns of the spine, while resulting in shorter operation time and less postoperative pain in bone harvesting area.",https://pubmed.ncbi.nlm.nih.gov/39971366/
PUBMED-0018,PubMed,39792741,10.1097/MD.0000000000041252,2025,Analysis of influencing factors for complications of anterior thoracolumbar tuberculosis surgery in adults.,Medicine,Lin Wei; Liu Jinzhu; Zhan Zirui,Journal Article,include,符合首轮筛选,"This study analyzes the risk factors related to the complications of anterior thoracolumbar tuberculosis in adults and to provide clinical reference. A total of 98 adult patients with thoracolumbar tuberculosis undergoing anterior surgery in our hospital from February 2020 to December 2023 were selected, and the clinical data and postoperative complications were collected. The clinical characteristics were analyzed, and the risk factors related to surgical complications were analyzed by univariate analysis and multi-factor logistic regression model. A total of 54 patients had 75 postoperative complications of different degrees. Univariate analysis showed that patient age, preoperative hemoglobin (Hb) level, bone graft fusion method, intraoperative blood loss, and postoperative neurological function [Asian neurological function classification] were correlated with the occurrence of postoperative complications (P < .05). Multivariate Logistic regression analysis showed that age over 60 years old, preoperative Hb < 100 g/L, blood loss ≥ 800 mL, bone graft fusion method were independent risk factors for anterior postoperative complications of thoracolumbar tuberculosis (P < .05). The independent risk factors for surgical complications of anterior thoracolumbar tuberculosis were age over 60 years old, preoperative Hb < 100 g/L, blood loss ≥ 800 mL, titanium cage by bone graft fusion. Controlling these variable factors before operation can reduce the incidence of postoperative complications.",https://pubmed.ncbi.nlm.nih.gov/39792741/
PUBMED-0019,PubMed,39697911,10.7759/cureus.73903,2024,Spinal Tuberculosis (Pott's Disease): A Case Report and Clinical Considerations.,Cureus,Aung Win Lae Lae; Jibon Noim; Rawashdeh Lama; Raheem Ali; Jaffet Marjorie; Nasim Shahid,Case Reports; Journal Article,exclude,病例报告,"Pott's disease (PD), also known as spinal tuberculosis, accounts for an extremely low percentage of all tuberculosis (TB) cases and typically manifests secondary to an extra-spinal infection through the hematogenous spread. The thoracolumbar vertebrae are the most affected sites in PD, although other spinal regions can also be involved, albeit less frequently. Back pain is the predominant presenting symptom. Systemic symptoms such as fever and weight loss may occur in PD but are more commonly observed in patients with disseminated disease or concurrent extra-spinal TB. This report presents the case of a 26-year-old Asian woman, born outside the United Kingdom, with no significant past medical history or recent travel to TB-endemic areas, who was diagnosed with spinal TB following a series of medical evaluations. MRI of the spine revealed findings highly suggestive of tuberculous spondylitis. She is currently undergoing treatment and showing significant improvement. This case underscores an atypical patient profile for spinal TB, highlighting the necessity for awareness and consideration of this diagnosis even in unusual patient demographics.",https://pubmed.ncbi.nlm.nih.gov/39697911/
PUBMED-0020,PubMed,39671379,10.1371/journal.pone.0309267,2024,Prognostic nutritional index and naples prognostic score as biomarkers for the prognosis of incisional wound healing after thoracolumbar tuberculosis surgery.,PloS one,Xiong Tuotuo; Qin Wanyuan; Zhang Ye; Chen Yuxing; Ou Yunsheng,Journal Article,include,符合首轮筛选,"OBJECTIVES: This study aimed to evaluate and compare the clinical predictive value of prognostic nutritional index (PNI) and naples prognostic score (NPS) as biomarkers for the prognosis of incisional wound healing in patients who underwent thoracolumbar tuberculosis surgery through the posterior approach. METHODS: From January 2019 to October 2021, a total of 124 patients with thoracolumbar tuberculosis who underwent posterior approach debridement and internal fixation were included in this study. We retrospectively analyzed the clinical data, including PNI and NPS. They were divided into poor wound healing (PWH) and non-PWH groups according to whether PWH developed after the operation. And according to the receiver operating characteristic curve, patients were divided into two groups through the threshold value. Risk factors were found using logistic regression analysis. RESULTS: The unfavorable outcome group had lower hemoglobin, serum albumin, Pre-albumin, PNI, and higher estimated blood loss, instrumented segments, neutrophil count, and NPS (P < 0.05). Both PNI and NPS were strongly correlated with PWH (r = 0.373, P < 0.05; r = -0.306, P < 0.05, respectively). The area under the curve (AUC) of PNI for predicting unfavorable outcomes was 0.764 (95% CI 0.662-0.865, P < 0.001), which was similar to NPS (0.808, 95% CI: 0.719-0.897, P < 0.001). Multivariate stepwise logistic regression analysis showed that PNI, NPS, the neutrophil count, the level of serum albumin, and the number of instrumented segments were independent risk factors for PWH. CONCLUSION: Both PNI and NPS might be novel independent biomarkers and predictors of poor outcomes in incisional wound healing after STB surgery.",https://pubmed.ncbi.nlm.nih.gov/39671379/
PUBMED-0021,PubMed,39669049,10.13107/jocr.2024.v14.i12.5094,2024,Management of Thoracolumbar Spinal Tuberculosis by Decompression and Posterior Stabilization with Pedicle Screw Fixation.,Journal of orthopaedic case reports,Ahmad Sohail; Anwer Adnan; Singh Gajendra; Jilani L Z; Khurana Shivank; Harun Faisal,Journal Article,include,符合首轮筛选,"INTRODUCTION: Spinal tuberculosis (TB) is a significant health problem. While chemotherapy is the primary treatment, surgery is necessary in some cases. This study investigates the posterior approach for treating thoracolumbar spinal TB with neurological involvement. MATERIALS AND METHODS: This prospective observational study included 75 patients with thoracolumbar TB and neurological deficits. All underwent posterior decompression and stabilization using pedicle screw fixation. Pre and post-operative neurological status, pain scores, and kyphotic angle were assessed. DISCUSSION: The posterior approach demonstrated advantages over the traditional anterior approach. It facilitated decompression, improved neurological function, and corrected spinal deformity. Posterior fixation allowed early mobilization, reducing complications from prolonged bed rest. These findings align with previous research supporting the posterior approach for spinal TB. CONCLUSION: The posterior approach with decompression and pedicle screw fixation is a safe and effective surgical method for thoracolumbar spinal TB with neurological involvement. It offers good clinical outcomes, minimizes complications, and facilitates faster patient recovery.",https://pubmed.ncbi.nlm.nih.gov/39669049/
PUBMED-0022,PubMed,39649429,10.2147/IDR.S495231,2024,A Comparative Study of Anterior and Posterior Tuberculosis Lesions for the Treatment of Thoracolumbar Tuberculosis disease: A Single Institution Experience in a Major Academic Hospital.,Infection and drug resistance,Hang Lin; Haibier Abuduwupuer; Kayierhan Aiben; Liu Yuntao; Abudurexiti Tuerhongjiang,Journal Article,include,符合首轮筛选,"OBJECTIVE: To compare the efficacy of anterior and posterior surgery for thoracolumbar tuberculosis disease. METHODS: Clinical data of 30 patients with thoracolumbar tuberculosis disease undergoing anterior and posterior surgery from January 2021 to December 2023 were collected for a retrospective study. According to the two surgical procedures, patients were divided into two groups: 1) anterior group (n=15) and 2) posterior group (n=15). We compared the two groups regarding age, gender, body mass index, affected segments, past history (cardiovascular and cerebrovascular diseases, respiratory diseases, endocrine system diseases, metabolic diseases, and tuberculosis history), smoking history, drinking history, operation time, postoperative bleeding, postoperative drainage, postoperative time, postoperative complications (dural tear, lower limb intermuscular vein thrombosis, lower limb deep vein thrombosis, sinus infection, postoperative recurrence rate), and waist VAS score before and after surgery, waist ODI score, and JOA score. RESULTS: The intraoperative blood loss was significantly less in the posterior group than in the anterior group, and the difference was significant (P <0.05); the lumbar VAS score was lower in the posterior group than in the anterior group, and the difference between the two groups was significant (P <0.05). The analysis of the remaining data showed no significant difference between the two groups (P> 0.05), indicating that the efficacy of the two procedures was the same. CONCLUSION: In the treatment of thoracolumbar tuberculosis disease, there is no significant difference in the clinical efficacy of anterior surgery and posterior surgery. Intraoperative bleeding in posterior surgery was less than in anterior surgery, but the latter showed a significant improvement in postoperative pain relief. Therefore, spinal surgeons should choose the corresponding surgical treatment according to the actual situation of the patient in order to maximize the efficacy.",https://pubmed.ncbi.nlm.nih.gov/39649429/
PUBMED-0023,PubMed,39452165,10.3390/idr16050080,2024,"Progressive Thoracolumbar Tuberculosis in a Young Male: Diagnostic, Therapeutic, and Surgical Insights.",Infectious disease reports,Nedelea Dana-Georgiana; Vulpe Diana Elena; Viscopoleanu George; Radulescu Alexandru Constantin; Mihailescu Alexandra Ana; Gradinaru Sebastian; Orghidan Mihnea; Scheau Cristian,Case Reports; Journal Article,exclude,病例报告,"OBJECTIVE: We present the case of a 26-year-old male with severe spinal tuberculosis of the thoracolumbar region. The patient suffered from worsening back pain over five years, initially responding to over-the-counter analgesics. Despite being proposed surgery in 2019, the patient refused the intervention and subsequently experienced significant disease progression. METHODS: Upon re-presentation in 2022, mild involvement of the T12-L1 vertebrae was recorded by imaging, leading to a percutaneous needle biopsy which confirmed tuberculosis. Despite undergoing anti-tuberculous therapy for one year, the follow-up in 2024 revealed extensive infection from T10 to S1, with large psoas abscesses and a pseudo-tumoral mass of the right thigh. The patient was ultimately submitted to a two-stage surgical intervention: anterior resection and reconstruction of T11-L1 with an expandable cage, followed by posterior stabilization from T8-S1. RESULTS: Postoperative recovery was uneventful, with significant pain relief and no neurological deficits. The patient was discharged on a continued anti-tuberculous regimen and remains under close surveillance. CONCLUSIONS: This paper presents details on the challenges of diagnosis and management of severe spinal tuberculosis, with emphasis on the importance of timely intervention and multidisciplinary care.",https://pubmed.ncbi.nlm.nih.gov/39452165/
